FID,peilmerk,x_rd,y_rd,nap_hoogte,pub_tekst,muurvlak,x_muur_cm,y_muur_cm,type,meetdatum,orde,geom
nappeilmerken.12800,025G0406,120200.0,481980.0,-0.239,NO HOEK FLAT BOSHUIZENSTR 461 T/M 531,O,86.0,40.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120200 481980)
nappeilmerken.12801,025G0407,129880.0,482000.0,0.172,"BUITENWATERLOOP GML """"PAPELANT"""", NAAST TRAPJE",N,77.0,-17.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129880 482000)
nappeilmerken.12802,025G0409,124220.0,480470.0,-3.5,FIETSTUNNEL N-LHFD NAAR ARENA ONDER S111,O,23.0,-10.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124220 480470)
nappeilmerken.12803,025G0410,122860.0,479420.0,-0.697,NO LHFD BR BIJ HMP 12.9,N,97.0,-16.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122860 479420)
nappeilmerken.12804,025G0411,122820.0,477900.0,1.048,VDC I/D A9 O/D BULLEWIJK,N,146.0,86.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122820 477900)
nappeilmerken.12805,025G0412,120500.0,476020.0,-0.726,SCH NAAST BDR RONDE HOEP:54A,W,-74.0,80.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120500 476020)
nappeilmerken.12806,025G0413,126540.0,485400.0,1.344,HS WEST MERWEDEKANAALDK 553,N,35.0,50.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126540 485400)
nappeilmerken.12807,025G0414,120650.0,478170.0,-0.862,NW VL BET DR,Z,17.0,16.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120650 478170)
nappeilmerken.12808,025G0415,125980.0,481240.0,-1.203,"NW PIJLER VDC I/D GOOLSEWG O/D BIJLMER-,DREEF",W,25.0,65.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125980 481240)
nappeilmerken.12809,025G0416,121400.0,481920.0,0.418,"BOVENKANT DR BIJ WATERMLN A/D BORCHT/,HOEK AMSTELDK RD=250343-11",,-23.0,-15.0,EG,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121400 481920)
nappeilmerken.12810,025G0417,121390.0,481870.0,0.371,"MONUMENT """"REMBRANDT"""" AMSTELDK-NOORD",W,8.0,15.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121390 481870)
nappeilmerken.12811,025G0418,122100.0,479750.0,-0.861,"HS.AMSTELDYK 52 A,VEEN",NO,-20.0,33.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122100 479750)
nappeilmerken.12812,025G0421,130000.0,479500.0,2.716,NW PIJLER O/D WEESPERBRUG,N,110.0,25.0,PM,Sun Mar 28 00:00:00 CET 2021,2.0,POINT (130000 479500)
nappeilmerken.12813,025G0427,125420.0,476730.0,4.925,ZW LNDHFD PAR LANGS A2,O,11.0,22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125420 476730)
nappeilmerken.12814,025G0428,126370.0,476880.0,0.465,N MR BUITENL GEM BROEKZIJDS,N,29.0,-4.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126370 476880)
nappeilmerken.12815,025G0429,127240.0,482950.0,0.711,TH HK OVERDIEMERWG KEULSEVAART,W,154.0,28.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127240 482950)
nappeilmerken.12816,025G0430,129520.0,479600.0,2.489,ZW LNHFD BRUG O/D GEIN,W,16.0,14.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129520 479600)
nappeilmerken.12817,025G0431,129560.0,483690.0,3.025,LDHFD BR FORTDIEMERDAMWG HK OVERDIEMERWG,NW,-66.0,-17.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129560 483690)
nappeilmerken.12818,025G0432,129600.0,484510.0,1.817,NW LNDHD BENNO PREMSELABR S114,W,74.0,-16.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129600 484510)
nappeilmerken.12819,025G0433,129020.0,485260.0,2.914,SLWHS BERT HAANSTRA WEG,Z,43.0,29.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129020 485260)
nappeilmerken.12820,025G0434,128220.0,485900.0,2.804,MIDDENKOLOM HS BERT HAANSTRAKADE 144 D,N,49.0,25.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128220 485900)
nappeilmerken.12821,025G0435,127500.0,486070.0,1.188,Z MR INGANG GAR IJBURGLAAN,Z,15.0,12.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127500 486070)
nappeilmerken.12822,025G0436,125110.0,485050.0,-3.107,ZW VLMR SPOORVDC KRUISLN,N,-20.0,80.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125110 485050)
nappeilmerken.12823,025G0437,127660.0,482880.0,0.663,W PIJLER METROVDC AMSTELDK,Z,29.0,19.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127660 482880)
nappeilmerken.12824,025G0438,125290.0,481040.0,-2.325,BR HK FRISSENSTEINPD GANZENHOEFPD,O,26.0,-17.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125290 481040)
nappeilmerken.12825,025G0439,122470.0,481240.0,0.28,MR POORT BINNENWG 22,ZW,10.0,15.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122470 481240)
nappeilmerken.12826,025G0440,126750.0,486710.0,0.394,FUNDBALK VDC A10 S114,Z,-45.0,-10.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126750 486710)
nappeilmerken.12827,025H0002,130500.0,475320.0,0.724,BDR 'VECHTHOEVE' EILANDSEW 18,W,654.0,24.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (130500 475320)
nappeilmerken.12828,025H0017,130200.0,477620.0,-0.514,"BDR ALLES WISSELT,KANAALDK 1",NW,-235.0,80.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130200 477620)
nappeilmerken.12829,025H0019,133580.0,477880.0,1.534,BDR DAMMERWG 3,W,-44.0,98.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (133580 477880)
nappeilmerken.12830,025H0020,135140.0,477420.0,0.463,"BDR GOOILANDSEWG 12,HMP10.8",NO,450.0,135.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (135140 477420)
nappeilmerken.12831,025H0021,130180.0,478320.0,-0.025,BDR KANAALDK 3,NW,-56.0,84.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130180 478320)
nappeilmerken.12832,025H0023,134249.0,478720.0,1.516,"HS GML A/D VECHT, 'S-GRAVELANDSEWG 48/49",W,38.0,24.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134249 478720)
nappeilmerken.12833,025H0024,134369.0,478440.0,0.622,Z-LHFD SL I/D TREKVAART,ZO,-89.0,-33.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134369 478440)
nappeilmerken.12834,025H0028,139720.0,478670.0,2.845,"HK NAARDEN MARKTST, IN STEUNBEER",NO,49.0,35.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (139720 478670)
nappeilmerken.12835,025H0031,130130.0,479640.0,2.123,HS VERL BUITEVEER 22,NW,-43.0,50.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130130 479640)
nappeilmerken.12836,025H0033,139160.0,479060.0,0.949,"NO-HFD IRENEBR O/D NAARDERTREKVAART,I/D A'DAMSEWEG",ZO,273.0,-31.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (139160 479060)
nappeilmerken.12837,025H0036,136680.0,480580.0,1.298,HS AMSTERDAMSESTRW 77 BIJ HMP 16.3,ZW,-37.0,130.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (136680 480580)
nappeilmerken.12838,025H0037,137380.0,480160.0,0.792,BDR 'GROENZICHT' AMSTERDAMSESTRWG 59,ZW,-26.0,70.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137380 480160)
nappeilmerken.12839,025H0039,135480.0,481260.0,0.916,"ZW-HFD HAKKELAARSBR O/D NAARDERTREKVRT,,GOOGWEG",N,-212.0,-44.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (135480 481260)
nappeilmerken.12840,025H0040,131040.0,482700.0,0.662,HS RW A'DAM-A'FOORT 6,N,6.0,150.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (131040 482700)
nappeilmerken.12841,025H0044,133500.0,482360.0,1.197,BRWHS ZUIDPOLDERWEG NR 1,Z,-38.0,57.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133500 482360)
nappeilmerken.12842,025H0046,136020.0,481920.0,2.018,"GB ISR. BEGRAAFPLAATS MUIDEN, GOOGWEG 6",ZW,-11.0,26.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (136020 481920)
nappeilmerken.12843,025H0070,137020.0,476310.0,0.769,"GML V/D HILV. MEENT, KARNEMELKSLOOT",NW,-102.0,40.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137020 476310)
nappeilmerken.12844,025H0072,137060.0,476320.0,0.663,"DR GML HILVERSUMSE MEENT, KARNEMELKSLOOT,N/O Z MELKMEENT",NO,-22.0,-19.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137060 476320)
nappeilmerken.12845,025H0075,134599.0,477980.0,0.959,HS GML HEINTJESRAKPLD LOODIJK NR. 9,NO,-50.0,59.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (134599 477980)
nappeilmerken.12846,025H0079,138300.0,477480.0,0.54,"W-HFD KEERSL I/D KARNEMELKSLOOT,NAARDERMEER",O,-228.0,-35.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138300 477480)
nappeilmerken.12847,025H0082,133220.0,478360.0,-1.227,DUIKER O-Z. GOOILANDSEW HMP 8.5,NO,196.0,-20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133220 478360)
nappeilmerken.12848,025H0087,130240.0,479580.0,0.899,GML VERLENGDE BUITENVEER 19,N,-406.0,58.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130240 479580)
nappeilmerken.12849,025H0113,133320.0,482560.0,2.99,"W-SCHUTSL BOVEN-LANDHFD W-ZIJDE,,HEERENGRACHT",O,-55.0,-45.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133320 482560)
nappeilmerken.12850,025H0122,138620.0,478260.0,2.426,"BR O/D KARNEMELKSLOOT, RIJKSW HMP 19.5",ZW,564.0,-79.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138620 478260)
nappeilmerken.12851,025H0130,133260.0,477750.0,0.133,BDR 'KONINGSLUST' LAGE KLOMPW 17,ZO,33.0,16.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133260 477750)
nappeilmerken.12852,025H0131,131960.0,477120.0,0.365,"MR-DAM VOOR KASTEEL ZWAANWIJCK,KLOMPWG 46",N,111.0,-20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131960 477120)
nappeilmerken.12853,025H0132,134500.0,478950.0,-0.769,"HSM 22, NW-POER, NABIJ HS KEVERDK 7",W,15.0,50.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (134500 478950)
nappeilmerken.12854,025H0133,130400.0,482870.0,3.048,"BR O/D MUIDERTREKVRT NAAR UNA-CENTRALE,Z-LANDHFD",O,323.0,-35.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130400 482870)
nappeilmerken.12855,025H0139,136729.0,482310.0,5.074,N-HEKPAAL FAM.BEGRAAFPLAATS BADLN,NW,38.0,70.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (136729 482310)
nappeilmerken.12856,025H0140,139759.0,478660.0,2.806,RAADHS MARKTST 22,NW,-353.0,51.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (139759 478660)
nappeilmerken.12857,025H0142,138430.0,479820.0,0.583,"VDC IN RW1,O/D IJSSELMEERWG,HMP13.8,VOET NW-PIJLER",O,-24.0,57.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138430 479820)
nappeilmerken.12858,025H0145,132050.0,479120.0,-0.591,HS A/D J.A. FIJN VAN DRAATLN 133,ZW,-11.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132050 479120)
nappeilmerken.12859,025H0151,133410.0,477240.0,0.28,BDR DAMMERWG 10,NW,-59.0,45.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (133410 477240)
nappeilmerken.12860,025H0152,132000.0,476610.0,0.113,HS DAMMERWG 112A,NW,-21.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132000 476610)
nappeilmerken.12861,025H0153,130640.0,475020.0,-0.934,HS TORENWG 12,Z,5.0,17.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (130640 475020)
nappeilmerken.12862,025H0155,130100.0,476320.0,1.733,HS KANAALDK 5,Z,15.0,51.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130100 476320)
nappeilmerken.12863,025H0156,130500.0,476110.0,0.548,GAR. ACHTER HS DORPSSTR 110,W,-21.0,14.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (130500 476110)
nappeilmerken.12864,025H0157,132300.0,482410.0,-0.608,HS PARALLELWG 14,NO,10.0,30.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (132300 482410)
nappeilmerken.12865,025H0158,134290.0,481940.0,-0.506,SCH HS ZUIDPOLDERWG 5,NO,313.0,13.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134290 481940)
nappeilmerken.12866,025H0159,136310.0,480840.0,0.331,HS AMSTERDAMSESTRAATWG 91,ZW,99.0,20.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (136310 480840)
nappeilmerken.12867,025H0160,138820.0,478680.0,1.538,SCHL A/D V. LIMBURG STIRUMLN,NW,-14.0,47.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138820 478680)
nappeilmerken.12868,025H0162,131520.0,479920.0,1.445,RAADHS I/D CONGIERGEWONING NIEUWSTR. 43,ZW,37.0,55.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131520 479920)
nappeilmerken.12869,025H0164,133359.0,482540.0,2.418,NO-SLHFD T/O HERENGRACHT 59,Z,59.0,-104.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133359 482540)
nappeilmerken.12870,025H0166,132800.0,477600.0,0.014,SCH ACHTER HS KLOMPWG 86,W,-51.0,6.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132800 477600)
nappeilmerken.12871,025H0168,131120.0,476660.0,-0.126,HS KLOMPWG 28,ZO,55.0,46.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131120 476660)
nappeilmerken.12872,025H0170,137970.0,481950.0,1.93,"ZW-PIJLER SPBR 'HOLLANDSEBRUG' :OVALE,PIJLERVOET (GEMETEN UIT TEGEL/KLINKER-,BAND)",ZO,220.0,-35.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137970 481950)
nappeilmerken.12873,025H0177,134190.0,483060.0,-0.199,NO MR VAN BR INGANG HS DIJKWG 7,NO,-12.0,-23.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134190 483060)
nappeilmerken.12874,025H0178,131650.0,482690.0,-0.587,GARAGE VAN HS PARALLELWG 12,N,95.0,47.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (131650 482690)
nappeilmerken.12875,025H0179,136380.0,482380.0,8.287,TOREN HK L/V INGANG,O,120.0,56.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (136380 482380)
nappeilmerken.12876,025H0180,135510.0,482860.0,0.257,SCH BDR 'DE SCHELPENHOEVE' DIJKWG 3,NO,243.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (135510 482860)
nappeilmerken.12877,025H0182,134750.0,480010.0,-0.599,SCH BDR KEVERDK 14F,ZO,-416.0,23.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134750 480010)
nappeilmerken.12878,025H0183,131610.0,480300.0,1.091,HS STATIONSWG 4,NW,-33.0,34.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131610 480300)
nappeilmerken.12879,025H0185,132490.0,482750.0,0.503,HS KRUITPAD 11,Z,13.0,11.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132490 482750)
nappeilmerken.12880,025H0187,139773.0,485263.0,-4.218,N PIJLER SPVDC KW16 A/D BRIKWG  X=139772.88  Y=485262.60,NO,29.0,19.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (139773 485263)
nappeilmerken.12881,025H0188,139040.0,484100.0,-4.192,N PIJLER SPVDC KW 14,NW,35.0,23.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (139040 484100)
nappeilmerken.12882,025H0189,138670.0,482670.0,1.798,BET GRONDLIGGER SPVDC KW 11,Z,16.0,10.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (138670 482670)
nappeilmerken.12883,025H0190,138520.0,482460.0,2.851,N PIJLER SPVDC KW 10,NO,-35.0,30.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138520 482460)
nappeilmerken.12884,025H0191,138310.0,483080.0,1.911,GARAGE HS ALMEERDERZAND A/D IJMEERDK 1,NO,-22.0,19.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (138310 483080)
nappeilmerken.12885,025H0198,137250.0,482040.0,2.62,HS REGENWULP 7,ZO,-10.0,16.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137250 482040)
nappeilmerken.12886,025H0199,135581.0,477090.0,0.454,TRAFO A/D KARNEMELKSLOOT,NO,35.0,90.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (135581 477090)
nappeilmerken.12887,025H0208,130610.0,482720.0,1.09,TRAFO RW AMSTERDAM-AMERSFOORT T/O HSNR:3,ZW,-9.0,21.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (130610 482720)
nappeilmerken.12888,025H0211,130060.0,480360.0,-0.307,GB GEM.WERKEN AMSTELLANDLN 106,Z,1927.0,47.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130060 480360)
nappeilmerken.12889,025H0212,130300.0,477180.0,-1.286,BT OP BET DAM 15CM NAAST DAMPL,Z,200.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130300 477180)
nappeilmerken.12890,025H0213,130450.0,475800.0,0.21,SCH BDR EILANDSEWG 17,W,-400.0,45.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (130450 475800)
nappeilmerken.12891,025H0214,132899.0,476940.0,1.085,BR DAMMERWG BIJ GML TE HINDERDAM,N,-116.0,-11.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (132899 476940)
nappeilmerken.12892,025H0215,134729.0,481660.0,0.568,BUITENWATERLOOP GML A/D NAARDERTREKVRT,W,10.0,-9.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134729 481660)
nappeilmerken.12893,025H0216,130690.0,476000.0,-0.058,GML EILANDSEWG BIJ HSNR 10,N,20.0,30.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (130690 476000)
nappeilmerken.12894,025H0217,131350.0,476500.0,-0.093,SCH BDR EILANDSEWG 7,O,-560.0,10.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (131350 476500)
nappeilmerken.12895,025H0220,138490.0,478290.0,-0.013,"RD STEEN, 19.0 M NO V/D LANTAARNPL, 4.20,M UIT KANT VERHARDING VOORMEER,RD=250337-14",,0.0,0.0,EG,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138490 478290)
nappeilmerken.12896,025H0221,138539.0,478200.0,1.038,NW-LHFD Z-VL KOP BR O/D KARNEMELKSESLOOT,Z,11.0,-9.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138539 478200)
nappeilmerken.12897,025H0222,138540.0,478200.0,1.021,NW-LHFD N-VL KOP BR O/D KARNEMELKSESLOOT,N,11.0,-10.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138540 478200)
nappeilmerken.12898,025H0225,131110.0,479480.0,-1.131,MR DR O-D V HOUTNLAAN  Z-Z VAN HS NR35,O,-160.0,-22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131110 479480)
nappeilmerken.12899,025H0226,134600.0,479450.0,-0.396,SCHR BDR KEVERDIJK 14A,O,-207.0,13.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134600 479450)
nappeilmerken.12900,025H0228,131600.0,475700.0,-0.803,TRAFO W-Z VOORSTRAAT 30M N VAN HS NR 4,O,58.0,33.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131600 475700)
nappeilmerken.12901,025H0229,131630.0,475200.0,0.576,CAFE HOEK DAMMERWEG/ANKEVEENSEPAD,Z,427.0,52.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131630 475200)
nappeilmerken.12902,025H0230,130100.0,479200.0,-0.205,TRAFO BIJ ZENDMAST AD BASISWEG,O,-24.0,21.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130100 479200)
nappeilmerken.12903,025H0231,130090.0,479514.0,2.306,NO PIJLER WEESPERBRUG,O,10.0,10.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130090 479514)
nappeilmerken.12904,025H0232,132250.0,479300.0,-0.691,TRAFO HOEK UTRECHTSEW/DOTINGALN,O,38.0,25.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132250 479300)
nappeilmerken.12905,025H0233,132650.0,478850.0,-0.082,BUITENWATERLOOP NO ZUID UTRECHTSEWEG,NO,-25.0,-48.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132650 478850)
nappeilmerken.12906,025H0234,137780.0,483940.0,1.962,BETONNENVOET POMPHUIS MARINAWG,ZO,-21.0,-5.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (137780 483940)
nappeilmerken.12907,025H0235,138966.0,483555.0,-2.719,VDC SPOORBAAN (BETONNEN BALK O-VLEUGEL),O,0.0,0.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (138966 483555)
nappeilmerken.12908,025H0236,139355.0,484767.0,-3.76,VDC SPOORBAAN (BETONNEN BALK O-VLEUGEL),O,0.0,0.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (139355 484767)
nappeilmerken.12909,025H0237,137350.0,481550.0,1.192,ZW VL VDC I/D PARRWEG O/D AFRIT VD A6,ZO,-2250.0,20.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137350 481550)
nappeilmerken.12910,025H0238,136750.0,481180.0,1.926,"NW BET VT PORTAALMAST O/D A6,BIJ HMPL 42.8",NW,40.0,-10.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (136750 481180)
nappeilmerken.12911,025H0239,135150.0,482000.0,0.259,OOSTWAND SPOORW VDC I/D GOOG,W,-2290.0,30.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (135150 482000)
nappeilmerken.12912,025H0240,137250.0,475660.0,0.192,STAL BDR MELKMEENT 9A,N,43.0,15.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137250 475660)
nappeilmerken.12913,025H0241,137800.0,476760.0,0.587,HUIS NAARDERMEER 23,ZW,-23.0,52.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137800 476760)
nappeilmerken.12914,025H0242,137720.0,477650.0,2.46,"SCHL STVITUS COLL A/D SCHOUT,T/O SCHOUT 24",NW,31.0,120.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137720 477650)
nappeilmerken.12915,025H0243,138170.0,482080.0,15.549,NW-Z N-LHFD 'HOLLANDSEBR',NW,-12.0,-10.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (138170 482080)
nappeilmerken.12916,025H0244,137550.0,475370.0,1.24,STAL BDR MELKMEENT 9,NO,-727.0,20.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (137550 475370)
nappeilmerken.12917,025H0245,139680.0,475180.0,9.892,ZO LNDHFD SPBR I/D BUSSUMSEGRINDWEG,W,-110.0,24.0,PM,Wed Jul 28 00:00:00 CEST 2010,2.0,POINT (139680 475180)
nappeilmerken.12918,025H0246,131400.0,475050.0,-0.851,"KAST RIOOLPOMPPUT NABIJ,HK JOZEF IRAELLAAN",O,-47.0,-5.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131400 475050)
nappeilmerken.12919,025H0247,131680.0,480620.0,-0.675,TR LIJSBET EELAMTSPLN 1,O,54.0,14.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131680 480620)
nappeilmerken.12920,025H0248,132340.0,481210.0,-0.506,BR KORTE MUIDERWG,W,9.0,-5.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132340 481210)
nappeilmerken.12921,025H0249,132810.0,481900.0,1.455,NO LDHFD VDC OVER A1TPV FP,NO,6.0,-6.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132810 481900)
nappeilmerken.12922,025H0250,133750.0,482340.0,0.589,GEM NOORDPOLDERKADE 1,Z,20.0,23.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133750 482340)
nappeilmerken.12923,025H0251,134830.0,483440.0,0.423,HS DIJKWG 1,W,-37.0,22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (134830 483440)
nappeilmerken.12924,025H0252,135000.0,481020.0,0.198,NO LNDHFD SPOORVDC DE GOOG,O,-20.0,22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (135000 481020)
nappeilmerken.12925,025H0253,131790.0,482710.0,-1.518,DR TEN Z  MAXISWG NABIJ LM036,W,-14.0,-11.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131790 482710)
nappeilmerken.12926,025H0254,133520.0,478200.0,3.332,TH GOOILANDSEWG NABIJ HS 5,W,55.0,6.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133520 478200)
nappeilmerken.12927,025H0255,139104.0,484285.0,-2.68,Z-O PIJLER SPOORBRUG LANGS EUROPALAAN,O,0.0,22.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (139104 484285)
nappeilmerken.12928,026A0001,143930.0,492270.0,2.308,"GEM DE BLOCQ V.KUFFELER O-Z BET.,UITWATERINGSMOND",O,500.0,-12.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (143930 492270)
nappeilmerken.12929,026A0002,143930.0,492200.0,3.066,GML BLOQO V. KUFFELER,NW,-15.0,16.0,PM,Sat Aug 07 00:00:00 CEST 2021,2.0,POINT (143930 492200)
