,X,Y,2015,2016,2017,2018,2019,2020,2021,2022
194,693472,5656743,2898.465884398088,2755.574718397997,2716.836371527778,2852.9630358705163,2739.455078125,2743.425841476656,2815.665505226481,2780.202083785544
195,693507,5656800,2900.624074880279,2826.589724310777,2596.3982204861118,2949.398907103825,2734.259114583333,2726.454288816504,2828.0272212543555,2774.191881918819
196,693534,5648764,3587.697198275862,3543.661206896552,3378.293534482759,3669.748060344828,3498.542317708333,3497.998046026921,,
197,693601,5825431,-15.719401041666666,-27.07595486111111,-29.70095486111111,-2.371961805555556,-28.18598090277778,-26.44184027777778,,
198,693607,5825600,-5.090494791666667,-34.84331597222222,-37.59483506944444,4.447265625,-27.38172743055556,-30.267578125,,
199,693883,5658070,2820.247629310345,2747.0471982758622,2525.9217672413797,2881.197629310345,2651.159722222222,,,
200,694044,5654180,2943.59351892127,2932.483815171732,2715.5666232638887,3092.6794704861118,2874.251519097222,2901.219496309162,,
201,695945,5663920,2392.7342672413797,2316.027586206897,2122.087068965517,2507.6978448275863,2240.475477430556,2278.959418402778,,
202,696130,5933727,15.77459579414562,3.102704987320372,3.187486789262312,9.440722738799662,8.459522299725217,12.981181943122952,5.663270777479893,3.5530431107354183
202,696130,5933727,15.77459579414562,3.102704987320372,3.187486789262312,9.440722738799662,8.459522299725217,12.981181943122952,5.663270777479893,23.94314236111111
203,696393,5748430,869.8752170138889,730.4338107638889,519.9548611111111,1049.390625,739.64453125,685.2244897959183,,
204,696478,5725152,518.1121961805555,518.8318142361111,521.2578125,520.7840711805555,518.8628472222222,520.550097804825,,
205,697343,5664854,2248.6281549173195,2183.862827483935,2097.668402777778,2329.365964836119,2142.568048621663,2159.1977830906326,2256.9856240470485,2214.9939236111118
206,697563,5668048,2149.5506205094707,2142.333910034602,2103.048828125,2226.2952029520297,2111.962223187147,2125.601954397394,2188.873748367436,2159.676215277778
207,698197,5826394,30.60394965277778,-15.518446180555555,-34.7890625,42.263020833333336,-18.95138888888889,-21.47981770833333,,
208,698367,5737637,791.25,792.2224137931034,634.49375,801.0609913793104,791.8322482638889,791.8897090751194,,
209,698818,5668242,2183.4004310344826,2142.926293103448,2092.8629310344827,2256.214439655173,2113.8912760416665,2124.879246110015,,
210,700000,5762308,916.5123697916666,826.6032986111111,681.2384982638889,1075.1937934027778,843.1380208333334,807.7622468974527,,
211,700081,5672129,2864.966796875,2865.7936197916665,2865.735243055556,2868.4396701388887,2868.138671875,2868.5543242068666,,
212,701651,5838427,-0.5377604166666666,-32.349392361111114,-38.81922743055556,7.892795138888889,-27.684678819444443,-27.902931596091204,,
213,702694,5760693,952.2884114583334,836.306640625,672.2879774305555,1109.9134114583333,845.3003472222222,803.1622036874451,851.6862088218872,913.7786458333334
214,702827,5759739,962.6178385416666,849.1558159722222,685.9166666666666,1123.6106770833333,859.2725694444445,817.4273003472222,,
215,702912,5760277,1043.964981569247,1042.220920138889,1045.0821799307955,1136.717282127031,,1041.0,1103.2142857142858,1052.4698914116486
216,703463,5761868,931.7361111111112,815.9381510416666,651.1955295138889,1090.0169270833333,824.9359809027778,783.3596091205212,,
217,703630,5757768,980.3029513888888,860.5149739583334,689.4618055555555,1147.2044270833333,869.7575954861111,825.2939643942683,,
218,703646,5921997,54.04185692541857,37.28862847222222,46.265842013888886,48.083984375,53.39930555555556,50.95349847892221,,
219,703957,5673266,2080.3575431034483,2078.1006944444443,2088.010633680556,2084.612196180556,2082.817708333333,2081.503479773815,2098.214285714286,2082.277777777778
220,704079,5673500,1503.4338362068966,1464.2885775862069,1416.392025862069,1574.3172413793104,1440.982638888889,1449.253530306322,,
221,704301,5731517,845.1971982758621,820.5935329861111,641.5026041666666,893.201171875,807.2567274305555,812.2291304347826,,
222,704491,5672533,1786.1310344827589,1743.5603448275865,1690.2810344827583,1861.3894396551725,1717.1942274305557,1728.8647122692726,,
223,705204,5835773,4.880425347222222,-27.259765625,-33.42686631944444,14.231770833333334,-21.56271701388889,-22.91449652777778,,
224,706152,5725423,898.4797413793103,852.6721982758621,650.2719827586207,969.417025862069,824.8292100694445,835.7618323925315,,
225,706811,5725164,1095.284698275862,1110.845486111111,1095.034939236111,1093.4036458333333,1110.5065104166667,1110.379385487034,,
226,706872,5754467,1017.28125,895.1724137931035,759.5,,,,,
227,707198,5822001,134.70138888888889,64.298828125,-4.585503472222222,199.49066840277777,57.40017361111112,46.610073816760746,,
228,707251,5720411,774.2586805555555,774.0735677083334,775.7736545138889,774.1901041666666,773.1360677083334,775.2848458532349,,
229,707308,5822132,10.39995659722222,-24.00998263888889,-34.71180555555556,25.798828125,-15.61154513888889,-25.958188153310104,,
230,708252,5677508,1682.9043103448275,1679.1236979166667,1685.7647569444443,1699.2196180555557,1683.705078125,1682.2090751194094,,
231,708256,5836427,9.13823784722222,-24.67556423611111,-31.28146701388889,18.14865451388889,-20.13628472222222,-21.97633521493704,,
232,708493,5752959,1143.0,1143.0,,1166.4675205855444,,,,
233,708514,5752920,1153.0,1154.0,,,1154.0,,,
234,708958,5766541,838.2619357638889,718.2840711805555,541.2452256944445,982.2766927083334,721.1985677083334,681.9211726384365,,
235,709204,5838074,9.12673611111111,-22.45160590277778,-32.390407986111114,15.530598958333334,-20.546006944444443,-22.31828050369084,-17.189418680600916,-6.552300347222222
236,709470,5750940,1051.755859375,907.1942274305557,702.7591145833334,1244.6781684027778,912.7966579861112,856.9483506944445,,
237,709615,5682996,1476.7689655172414,1445.8237068965518,1414.8446120689655,1537.8491379310344,1430.4969618055557,1435.6537793223283,,
238,709937,5682026,1495.8963362068966,1458.7107758620689,1414.459698275862,1563.5025862068965,1436.1762152777778,1443.7457111834965,,
239,710193,5828292,11.76996527777778,-23.276475694444443,-32.28016493055556,23.50086805555556,-19.662109375,-22.96808510638298,,
240,711470,5803616,333.9674479166667,237.72786458333331,90.37087673611111,440.66753472222223,225.42296006944449,206.13677811550156,,
241,712412,5749795,1076.8036024305557,929.1145833333334,722.4411892361111,1280.040798611111,927.9578993055557,875.391157989228,,
242,712485,5922496,19.3125528317836,4.4388207945900255,3.615937433946312,11.498520710059172,14.265271612766856,14.768174133558748,93.07142857142856,31.16167534722222
242,712485,5922496,19.3125528317836,4.4388207945900255,3.615937433946312,11.498520710059172,14.265271612766856,14.768174133558748,93.07142857142856,6.693364327979713
243,712579,5929214,19.769100708020712,5.303360101437025,6.974323753169907,12.40046491969569,12.305960684844642,15.77425491439442,10.517052767052768,8.028106508875739
244,712860,5808485,266.9552951388889,177.67230902777777,52.951171875,361.78949652777777,166.24934895833334,148.32638436482085,,
245,713748,5748949,1091.1430121527778,942.4251302083334,736.1310763888889,1297.045138888889,946.8328993055557,889.3057725694445,950.60274270788,1037.0770399305557
246,714398,5715304,1156.878448275862,1141.3588362068965,1097.1711206896553,1208.6872844827583,1126.582248263889,1131.6744944553163,,
247,714790,5767837,767.0145399305555,647.2556423611111,459.546875,897.7610677083334,642.3793402777778,609.0327975673328,877.7857142857143,715.7649739583334
248,715193,5843888,11.29318576388889,-21.31336805555556,-33.20746527777778,16.981553819444443,-20.78949652777778,-22.49782419495213,-17.29788624972761,-6.891493055555555
249,715231,5793662,436.1536458333333,332.7630208333333,157.05403645833334,539.833984375,319.00043402777777,299.1269841269841,329.9925909784267,389.7345920138889
250,716937,5689858,1412.3129310344827,1406.9788793103448,1411.7648706896553,1441.79375,1410.507595486111,1408.3058823529411,,
251,717030,5690081,1292.3918103448275,1223.107974137931,1107.309698275862,1388.3581896551725,1174.0088975694443,1193.795918367347,,
252,717567,5782900,578.9906684027778,468.70008680555554,274.5002170138889,690.7482638888889,453.45355902777777,429.6783930510315,,
253,717897,5823514,68.1328125,31.20659722222222,-7.932508680555555,95.48524305555556,8.783854166666666,4.069131481076351,45.15951187622576,23.30345126980681
254,720154,5695587,1273.3689655172411,1208.0266927083333,1105.134982638889,1361.9051649305557,1165.004123263889,1181.959201388889,,
255,720813,5783644,564.3930121527778,455.24327256944446,262.0755208333333,675.0032552083334,438.62608506944446,415.3770919365355,633.9285714285714,514.0629340277778
256,721447,5783825,1000.0857204861112,999.8226996527778,1002.5596788194443,1000.1694878472222,1001.9945746527778,1001.0916594265856,1000.6428571428572,1000.0432514670724
257,724629,5784598,1000.3381076388888,1000.0399305555557,1002.5065104166666,1000.6471354166666,1002.0753038194443,1001.1617455492836,,
258,724996,5941470,18.710798816568047,4.839708368554523,4.073346015641514,10.89528740490279,11.754703022616782,16.25023786869648,8.376621983914209,6.379966187658495
258,724996,5941470,18.710798816568047,4.839708368554523,4.073346015641514,10.89528740490279,11.754703022616782,16.25023786869648,8.376621983914209,28.17426215277778
259,730784,5824691,299.3806423611111,287.97417534722223,271.7365451388889,314.06879340277777,288.9782986111111,275.83205773015527,,
260,732164,5824058,296.77039930555554,280.2109375,250.45811631944449,317.8595920138889,278.3678385416667,252.3531331592689,287.0,259.96266550900805
261,739970,5788881,1002.5128038194443,1001.3958333333334,1002.8760850694443,1003.4609375,1002.955078125,1002.0436490615452,1002.3917362835856,1001.4292206316746
262,747295,5808689,1004.6469184027778,1003.0080295138888,1004.1553819444443,1005.6675347222222,1004.2398003472222,1003.9309596178896,,
263,748885,5930746,87.91120507399577,74.87261284722223,77.35763888888889,78.293,84.39583333333333,84.30862855900891,,
264,750329,5836516,913.3895399305557,911.3917100694443,913.0967881944443,917.4932725694443,911.4861111111112,910.1447826086956,915.5532286212914,915.4861111111112
265,750931,5794734,1004.1475694444443,1003.0709635416666,1002.603515625,1005.0514322916666,1004.0946180555557,1003.046875,1003.3231947483588,1002.5055543454584
266,751161,5794894,1601.2623697916667,1600.663845486111,1603.2703993055557,1603.35546875,1606.3773871527778,1607.0323350694443,1607.730953417501,1605.5288628472222
267,754198,5929013,18.892645815722737,3.4579459002535926,5.917265426880811,10.369650216633204,12.606403212172443,14.675755654195733,7.264213688049774,4.759721048182587
268,759505,5795302,1758.785373263889,1746.7159288194443,1744.5121527777778,1758.5672743055557,1747.9913194444443,1744.3893959148195,1744.1081552551243,1740.7865681373614
269,759524,5795230,1601.6124131944443,1600.8470052083333,1602.8914930555557,1603.1087239583333,1605.9798177083333,1606.4443961772372,,
270,759826,5795192,2506.674696180556,2507.1369357638887,2506.162977430556,2505.1456163194443,2507.2033420138887,2508.858723958333,2508.5,2508.017144097222
271,761899,5915790,27.57502113271344,11.71407438715131,14.883981403212172,19.198795180722893,21.963229078613693,22.801352493660183,16.10410635788571,12.250475586556751
272,780777,5906295,44.5728021978022,26.859875303814857,32.92497886728656,40.24212640033819,37.97569737954353,36.52631022823331,34.22429505736035,25.482350454449374
