,X,Y,WAARNEMINGDATUM,NUMERIEKEWAARDE
0,526187,5692072,2019,2.934157683365039
1,530529,5707906,2019,4.352039737898965
2,538287,5694858,2019,5.314915943891209
3,541425,5699181,2019,5.888818431621222
4,544570,5714696,2019,-30.74457465277778
5,546689,5730284,2019,8.31952029125174
6,547219,5718950,2019,4.143310082435003
7,547517,5718898,2019,6.263897696047347
8,548021,5722952,2019,5.504443730592141
9,548581,5707508,2019,-30.408854166666668
10,552708,5695847,2019,9.983081700396188
11,556017,5733628,2019,13.288557213930348
12,556380,5675741,2019,217.03383540711636
13,556602,5687667,2019,20.01088139281828
14,557108,5687533,2019,13.591735362502643
15,558233,5682809,2019,215.73089483997387
16,559271,5746165,2019,6.9031203354893735
17,559833,5710645,2019,-29.255859375
18,560012,5710671,2019,7.559160509690545
19,567116,5695350,2019,15.377128172181175
20,567274,5732426,2019,-16.45160590277778
21,568360,5757300,2019,4.425491439441979
22,569191,5760650,2019,10.790364583333334
23,569683,5716519,2019,8.395265271612766
24,569978,5699855,2019,18.6288311139294
25,570710,5757331,2019,10.406679348974846
26,571218,5742305,2019,13.017667844522968
27,571389,5694632,2019,18.11403790555734
28,571676,5753731,2019,10.780173324878461
29,574616,5706661,2019,7.076667737445122
30,575133,5757544,2019,11.418938913548933
31,576116,5754686,2019,14.062566053688437
32,576756,5691113,2019,21.478530891958453
33,576843,5717533,2019,9.905557340186315
34,576917,5759136,2019,16.260841631866366
35,577763,5741589,2019,58.69594166138237
36,579147,5723770,2019,9.770661593743394
37,579806,5757030,2019,16.89849020237713
38,580896,5707333,2019,8.712111604311986
39,581080,5692490,2019,20.94796016704144
40,582772,5703850,2019,9.500588928150766
41,583248,5715522,2019,10.414713541666666
42,583307,5750805,2019,19.561192136968927
43,584172,5694908,2019,21.295603466497568
44,584558,5750159,2019,11.175649968294229
45,584630,5749656,2019,17.88755020080321
46,585151,5702016,2019,10.527035830618892
47,585554,5697845,2019,10.985887972210161
48,585954,5752601,2019,21.8013705964236
49,586100,5695669,2019,182.54123263888889
50,586550,5772806,2019,8.762715494164258
51,588178,5688400,2019,21.018446180555557
52,588452,5740189,2019,56.559244791666664
53,589642,5683578,2019,30.68793402777778
54,590045,5746981,2019,22.95159585711266
55,590411,5749466,2019,22.3853307968717
56,590594,5680409,2019,30.83810763888889
57,591082,5723262,2019,12.10418927718689
58,591856,5746493,2019,30.222468822659057
59,592817,5750735,2019,29.156119498875682
60,596608,5726642,2019,12.483289930555555
61,597556,5749665,2019,24.701965757767915
62,597746,5676059,2019,32.509765625
63,598252,5728077,2019,59.359015007398014
64,600028,5743160,2019,40.794863665187066
65,600742,5751656,2019,25.934686112872544
66,603100,5813724,2019,5.647786458333333
67,603140,5753205,2019,32.33793768069386
68,605633,5813598,2019,9.48129359543437
69,608561,5752923,2019,38.41503372952136
70,608822,5814553,2019,-44.535807291666664
71,609033,5814220,2019,18.38628472222222
72,611288,5848257,2019,4.4482248520710055
73,612093,5750138,2019,43.95910819949282
74,612111,5729441,2019,60.38846031913769
75,615152,5742285,2019,56.70530431107354
76,615985,5887091,2019,9.163250211327135
77,617115,5810626,2019,-42.26953125
78,617198,5869730,2019,10.263313609467456
79,618097,5763189,2019,37.853655925489775
80,619421,5869664,2019,19.35630178805059
81,624049,5878191,2019,11.901183682096809
