,index,X,Y,land_height,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
16,16,558233,5682809,430.0,216.44697971781304,218.45290798611111,218.205078125,217.81271701388889,219.3359375,220.7981770833333,219.8426649305556,218.54058159722223,219.25368923611111,215.73089483997387,216.31987847222223,,
17,17,559271,5746165,0.0,-3.1487743026204567,-0.1255863539445629,3.7969016486640137,-1.0887573964497042,-3.1056072773790064,10.982906446711526,-0.3977624024731341,0.4355056499182716,7.247441728254691,6.9031203354893735,6.870362473347548,4.39108049311095,1.852282333051564
18,18,559833,5710645,430.99999999999994,-51.30707465277778,-40.53472222222222,-31.295572916666668,-29.502604166666668,-31.58637152777778,-29.8064234214551,-29.38311265465596,-29.43294270833333,-28.99392361111111,-29.255859375,-27.28732638888889,,
19,19,560012,5710671,607.0,-0.9214132762312632,1.473340471092077,5.65813704496788,0.9389656280115644,0.1572805139186295,9.117999785844308,5.323340471092077,3.2751900631759288,7.090471092077088,7.559160509690545,6.3100642398286935,5.268406742794998,3.008664412510566
20,20,567116,5695350,797.0,8.485546038543896,11.334511189634863,16.47591006423983,11.919049148731128,11.057173447537473,20.19605953528215,14.946145610278371,11.77535067994432,17.767344753747324,15.377128172181177,15.18051391862955,-141.78571428571428,25.16037326388889
21,21,567274,5732426,735.0,-19.287760416666668,-17.30078125,-19.04058159722222,-19.54575596816976,-20.75716145833333,-15.32176759410802,-15.798828125,-22.477647569444443,-20.772135416666668,-16.45160590277778,-19.05298588490771,,
22,22,569191,5760650,1258.0,3.0255465487595186,14.262548262548265,17.317740704394286,13.825405261759236,12.857799671592774,10.88259548611111,11.07421875,11.32400173611111,11.54665798611111,10.790364583333334,11.123046875,,
23,23,569683,5716519,627.0,-0.3458368554522401,2.0520921386306004,6.747569737954353,1.5912069329951384,1.3167793744716825,10.777977385607102,6.475274725274725,2.3804692454026632,8.439983093829248,8.395265271612766,7.437585878871155,6.492596566523605,4.045435333896872
24,24,569978,5699855,663.0,8.87997858672377,12.443728204586284,17.70255705832629,13.479285563305854,12.519019442096363,22.8711688860706,18.878381234150464,15.506552525893046,20.83030431107354,18.6288311139294,18.45138448530966,18.507238605898124,15.209213863060016
25,25,570710,5757331,518.0,10.535733769776323,11.750603080348858,12.120909090909093,10.771272727272729,12.25887573964497,11.495032762629464,11.668427726120036,10.96196111580727,11.244505494505496,10.406679348974846,10.729923922231617,11.038681039949273,11.11052409129332
26,26,571218,5742305,407.0,4.805995717344754,12.215868936716994,17.426124197002142,6.9532119914346895,4.7189507494646685,17.62137273798051,9.358029978586725,4.237070350144555,21.73758029978587,13.017667844522968,11.379351422898743,11.05284136203166,8.001267962806425
27,27,571389,5694632,942.0,8.784448674769365,12.1097010109701,19.993762546601666,13.270524127052411,11.950387152279896,21.833922261484098,18.062098501070665,14.932005568047972,21.29593147751606,18.11403790555734,17.793147751605996,-125.92857142857144,13.184911242603553
28,28,571676,5753731,496.0,11.424986361156574,12.162756864884525,13.39490909090909,12.113636363636363,13.620456466610312,12.861128725428028,13.028951817413356,11.33291058972733,11.624894336432796,10.78017332487846,11.079036348267117,11.395053899809763,11.47823330515638
29,29,574616,5706661,541.0,-0.8747323340471093,1.255460385438972,5.608244111349037,0.782310739907913,-0.0262312633832976,8.954491915622658,4.856745182012848,3.2071956312239,7.244432548179872,7.076667737445122,5.31627408993576,4.315548780487805,3.223795435333897
30,30,575133,5757544,571.0,-3.6614583333333335,5.592447916666667,15.60546875,2.259114583333333,,11.532234199957726,11.698013524936602,11.96977383217079,12.247464074387151,11.418938913548931,11.736897717666947,12.027055590784189,12.102493660185967
31,31,575378,5758394,498.00000000000006,12.243711688860706,11.671739589938705,11.58495350803043,11.846576500422657,12.264370245139476,11.518072289156626,11.680684699915467,,,,,,
32,32,576116,5754686,536.0,12.705582833242408,13.645390070921986,14.526545454545454,13.121272727272729,14.87806424344886,14.173747622067216,14.305579036348266,14.58719086873811,14.854395604395604,14.062566053688435,14.35629754860524,14.650391037835552,14.719568892645816
33,33,576668,5758552,440.00000000000006,-10.362264150943396,,,,,,,,,,,,
34,34,576756,5691113,878.9999999999999,10.299254373386866,14.49620017206768,21.41809421841542,16.246279044865616,15.052676659528908,24.903308705428845,20.99197002141328,17.83188778241782,24.518522483940043,21.478530891958453,21.035867237687366,20.37074497009244,18.15490278951817
35,35,576917,5759136,774.0,6.230022404779686,11.11692275310461,15.664072360117796,9.197002141327625,8.679378085933397,19.319575719386684,13.711449579831934,10.259356602186712,17.88282234355313,16.260841631866366,15.541776142932212,14.619195710455765,11.9792899408284
36,36,577010,5756544,719.0,15.096596913971675,14.606931530008453,14.428994082840235,14.714285714285714,15.131050517860915,14.426548298456986,14.517751479289942,,,,,,
37,37,577763,5741589,336.0,51.6771978021978,54.66275628831114,58.54849957734573,50.40393877769453,53.252747252747255,60.2285986049461,57.504967237370536,48.23490364025696,58.741625277396174,58.69594166138237,55.72956972195792,60.62911704752709,54.47981399281336
38,38,578243,5757457,466.0,9.97526823058738,10.79905437352246,12.144545454545456,10.410545454545456,12.145393068469993,11.3713802578736,11.560016906170752,,,,,,
39,39,579147,5723770,372.0,0.5144759087066779,3.351859678782756,8.501796280642434,2.889135489325724,2.89687235841082,12.416886822360771,8.256022823330516,5.211900232508984,9.892328825021131,9.770661593743394,9.349117429447205,8.825643776824034,6.384826711749788
40,40,579536,5725984,647.0,-18.13324652777778,-16.85329861111111,-17.264756944444443,-20.004557291666668,-22.24724220623501,-12.350477430555555,-14.955289951305888,,,,,,
41,41,579806,5757030,589.0,5.645756457564576,16.148592624918177,23.85152173913044,10.175587467362924,7.849392361111111,30.18511284722222,14.51017130620985,10.665988652178568,18.506049898276046,16.89849020237713,16.043170103092784,16.199978543074778,13.013736263736265
42,42,579968,5753920,606.0,16.784688125113657,17.85690909090909,10.061454545454543,18.32375316990701,18.72585077150708,17.989008666243922,18.109044801352493,,,,,,
43,43,580896,5707333,567.0,-0.6303888419273035,1.9795012679628063,6.814454775993237,1.7047135912069329,1.2687024513947591,9.586345381526105,5.72495773457312,1.8392517438173748,8.882924767540151,8.712111604311986,7.557340661663672,6.79087982832618,4.173922231614539
44,44,581080,5692490,788.0,10.61731059788474,14.710137654143963,22.73358187553772,15.337061733706172,14.920128479657388,24.693543205910697,20.727301927194866,17.94742477781347,24.32687366167024,20.94796016704144,21.90160404779847,22.018066010422697,17.59594251901944
45,45,582772,5703850,463.99999999999994,-0.9374732334047108,1.623661670235546,6.80728051391863,1.6071313845165436,1.0187366167023555,9.998179676624906,5.925160599571735,4.623514294892387,8.962098501070663,9.500588928150766,-3.999606712113267,4.463538363982245,4.197590870667794
46,46,583248,5715522,531.0,7.531901041666667,2.290798611111111,3.5601128472222223,4.470794392523365,5.968561064087062,5.300998263888889,3.8917100694444446,2.693142361111111,10.75824652777778,10.414713541666666,-3.881764833731797,,
47,47,583307,5750805,543.0,18.93453355155483,20.15127272727273,21.076,19.176181818181817,20.36757556541957,19.68103994927077,19.753169907016066,20.04628064243449,20.33748943364328,19.561192136968927,19.822273879966183,20.112238427393784,20.19885883347422
48,48,584172,5694908,834.0,13.844568892645816,16.446428571428573,22.53434065934066,17.537835552737263,16.335798816568047,25.856689917565,21.245033812341504,18.42538575354048,25.052409129332208,21.295603466497568,20.567216233354472,21.17020592020592,18.119611158072697
49,49,584558,5750159,432.0,9.390616475722858,10.084378977996,11.865272727272728,10.080363636363636,12.064032121724429,11.265060240963855,11.485629754860524,11.811033608116675,12.021132713440403,11.175649968294229,11.549873203719358,11.84717818642993,11.877218934911244
50,50,584630,5749656,540.0,11.682291666666666,23.68098958333333,30.75130208333333,15.938802083333334,,18.007398013105053,18.07459847844463,18.3746830092984,18.65017966603255,17.88755020080321,18.142434488588336,18.43162122172902,18.535827520608752
51,51,585151,5702016,717.0,7.240577747686752,1.834852430555556,3.273654513888889,3.526258680555556,5.305772569444445,4.738444687842279,2.9862774994554564,2.91015625,9.98589409722222,10.527035830618892,-4.6750651607298,,
52,52,585457,5700591,527.0,7.395833333333333,1.7200520833333333,2.927083333333333,3.8333333333333335,4.751736111111111,,,,,,,,
53,53,585554,5697845,424.0,6.9195880806310255,0.2712673611111111,2.6879340277777777,3.798828125,4.751953125,4.583132530120482,1.8525739320920045,2.8090650317495074,9.496744791666666,10.98588797221016,-4.581841990397207,5.421727395411606,3.2905815972222223
54,54,585954,5752601,312.0,11.872335935851446,17.896242347477305,22.00675247942604,14.59946466809422,14.010522992739135,25.307894736842105,19.240900483904905,14.684471133586175,24.47136842105263,21.8013705964236,20.84347001159481,20.526287553648068,16.245562130177515
55,55,586100,5695669,463.99999999999994,161.84440104166666,169.77907986111111,177.955078125,173.17100694444446,177.4765625,,188.94271400566325,185.41362847222223,185.6121961805556,182.54123263888889,179.65299479166666,,
56,56,586550,5772806,683.0,-1.509485666104553,2.708245466048081,7.990838247683235,1.578372591006424,1.429519595448799,12.400358120918474,6.4106239460371,3.6339511373209774,9.805982725932168,8.762715494164258,8.679267136990628,6.528755364806867,4.577345731191885
57,57,588343,5792203,0.0,2.160853942084126,1.7442941673710906,1.480346576500423,1.6914623837700762,2.19425068695836,1.5113083914605792,1.5306424344885885,,,,,,
58,58,588452,5740189,269.0,43.55942533739661,53.04578993055556,61.54861111111112,44.39301215277778,48.54969618055556,62.478515625,55.07790798611112,36.59071180555556,59.93706597222222,56.55924479166666,50.67947048611112,59.06094906399652,59.574435763888886
59,59,589642,5683578,0.0,5.097675786996176,17.940217391304348,28.68793402777778,15.642578125,13.22439236111111,36.01498696785404,26.093804537521816,20.187105205837508,35.45916594265856,30.68793402777778,23.638966697790227,,
60,60,590045,5746981,458.0,22.14275322785961,23.617454545454542,24.743454545454547,22.70072727272728,22.672373705347702,22.06150919467343,22.084530853761624,23.409551986475066,23.67871485943775,22.95159585711266,23.17371090448013,23.45625528317836,23.539420841259776
61,61,590411,5749466,308.0,21.8590652845972,22.701272727272727,24.131090909090908,22.131090909090908,23.121935756551142,22.51004016064257,22.551352493660183,22.86348267117497,23.146269287677026,22.3853307968717,22.626796280642434,22.90405748098056,22.994928148774303
62,62,590594,5680409,0.0,13.82231610337972,17.61697048611111,29.48980034722222,18.024610748367653,14.552734375,37.51693989071038,27.48567708333333,21.109375,34.94441934026209,30.83810763888889,25.58563899868248,25.85483870967742,36.647786458333336
63,63,591082,5723262,426.99999999999994,8.053168402777779,3.48046875,5.253255208333333,5.773870465168039,7.574869791666667,6.939453125,4.047743055555555,2.096571180555556,11.5885564533741,12.10418927718689,-2.0572177331295043,4.25211097708082,3.4824656937486385
64,64,591856,5746493,560.0,20.407947579792857,26.69125105663567,31.30367709213863,23.45604395604396,23.11888407481771,33.93352356795604,27.90828402366864,22.55156382079459,33.97083377364472,30.222468822659057,28.568347605455124,28.6640154772141,22.94336432797971
65,65,592817,5750735,315.0,19.590046393926613,25.792808941374947,30.17699768079275,22.216809421841543,21.740241977906365,32.99631734006734,26.705214465937765,21.570466266708767,33.025365750973585,29.15611949887568,27.99177562210038,27.93291832134808,23.03825021132713
66,66,596608,5726642,642.0,7.528645833333333,3.5729166666666665,5.602864583333333,5.64453125,8.24001736111111,7.308810763888889,5.143880208333333,2.652560763888889,11.78146701388889,12.483289930555555,-1.3245652173913045,,
67,67,597556,5749665,349.0,24.044,25.60836363636364,26.712,24.535818181818183,25.44040574809805,24.843373493975903,24.841927303465766,25.1718089602705,25.45097210481826,24.701965757767915,24.928782755705832,25.213863060016905,25.328260410061297
68,68,597746,5676059,0.0,17.03062787136294,18.08006448146158,32.31792534722222,20.47494414299393,16.823133680555557,39.54253472222222,29.87521701388889,24.522135416666668,37.78190104166666,32.509765625,28.362508309328607,,
69,69,598252,5728077,476.0,51.74873203719358,56.42580849714648,60.16337313748283,51.03909551986475,53.61644125105664,61.73124075248362,58.19255971253435,48.26949904882689,60.98732037193576,59.359015007398014,55.90169133192389,60.93906233236777,54.865144789685054
70,70,600028,5743160,455.99999999999994,31.762312407524835,38.67906583535876,42.922020287404905,33.82861369399831,33.76801944620588,44.331113929401816,38.35270498732037,31.2706043956044,45.13274149228493,40.794863665187066,38.39712412772256,45.71428571428572,52.22721354166666
71,71,600742,5751656,321.0,25.076545454545453,26.773958901618474,27.747818181818182,25.68018181818182,26.67138630600169,26.11939983093829,26.077768385460693,26.412597759458887,26.68131868131868,25.934686112872544,26.151310228233307,26.430896027049872,26.55463961107588
72,72,603100,5813724,411.00000000000006,-17.011736579004562,6.493040452370596,7.728824616722845,1.6761936049058257,-1.0929904513888888,10.52029079861111,2.998806423611111,0.5302734375,7.645182291666667,5.647786458333333,7.248677248677248,-1.753400906908509,-2.9015007398013104
73,73,603140,5753205,547.0,23.376700052714813,30.97260851243152,35.022971548998946,26.140256959314776,25.03532008830022,36.55072006727636,30.150546677880573,24.35996635828427,37.89006942983379,32.33793768069386,30.772703356834683,31.10520107238606,28.76453181145635
74,74,605633,5813598,801.0,-0.8434521897419424,4.847844463229079,10.45097210481826,3.414940828402367,3.992707672796449,15.776392264609532,8.784657650042265,5.767962806424345,12.989642781652927,9.48129359543437,10.874022405411118,7.349383378016085,7.017966603255125
75,75,608561,5752923,492.0,29.45660655910577,40.11591604261154,43.535962877030165,32.861134903640256,32.13923117430227,44.49736786691936,36.45373102866779,28.74316077441077,47.39955733558179,38.41503372952136,36.17613576473068,37.52492762946285,34.952229972521664
76,76,608822,5814553,776.0,-42.64299674267101,-41.03386886669561,-45.55064256153344,-43.067426400759736,-44.379123263888886,-44.202473958333336,-44.27452256944444,-46.59288194444444,-45.08962673611112,-44.53580729166666,-44.48518518518519,,
77,77,609033,5814220,531.0,-8.888599348534202,2.539730785931394,14.576212220047836,-0.0970248667850799,0.6790364583333334,25.32595486111111,10.7265625,7.090277777777778,21.57638888888889,18.38628472222222,21.5747226452034,,
78,78,611288,5848257,1220.0,-4.252430262045647,2.543859649122807,7.543956043956044,0.658178360101437,1.902261200338124,13.94705695868118,6.402215641110014,4.0020683649031135,5.039737898964278,4.4482248520710055,4.288461538461538,,
79,79,611291,5848282,1273.0,-7.168078796865071,2.588691924458348,9.770375883885372,12.97684474822151,,,,,,,,,
80,80,611585,5848123,1254.0,-9.342879458474355,3.512575452716298,11.386930983847284,-3.62366760931042,,,,,,,,,
81,81,611687,5848099,1178.0,-8.990346986694496,3.096830985915493,11.219774840920214,4.023488255872064,,,,,,,,,
82,82,611728,5848063,1259.0,14.858278603525752,-0.5510261854210898,23.59560827055618,10.609167991520932,,,,,,,,,
83,83,611768,5848042,1191.0,-1.8758907363420427,58.10582278481013,25.490227576974565,2.985391304347826,,,,,,,,,
84,84,612093,5750138,470.0,35.736869914403464,47.90552678854486,51.228338968723584,39.3489010989011,38.358343020183874,50.532121724429416,41.97506339814032,32.531065088757394,55.62375819065737,43.95910819949282,40.80443974630021,43.05438747049989,39.287888395688014
85,85,612111,5729441,556.0,52.485629754860526,57.871803001479606,61.612068054528166,52.03962383770076,54.364539306847,63.27298668357641,59.16032551257662,49.067237687366166,63.18704496788008,60.38846031913769,56.91013849244106,61.860851839931335,56.07841893891355
86,86,615152,5742285,332.0,48.89338546069315,59.23536250264215,62.69547759932375,51.169590025359255,50.40057058326289,62.41075768783684,54.96217244294167,44.93607354184277,66.27879940815895,56.70530431107354,53.34773879966188,84.85714285714286,66.51540798611111
87,87,615985,5887091,87.0,-4.275993237531699,3.3428450644684,7.156065088757397,1.661348267117498,1.873098055790364,12.555015326075468,4.405008453085376,2.275464919695689,9.473000105674734,9.163250211327137,10.201122049327829,5.1531512153151215,3.3483407313464384
88,88,617115,5810626,170.0,-41.177198697068405,-39.327181936604426,-43.3586387434555,-41.45894460258376,-42.811848958333336,-42.01627604166666,-42.331380208333336,-44.61089409722222,-42.967013888888886,-42.26953125,-42.52505446623093,-41.65700913750836,-41.53643680661301
89,89,617198,5869730,1095.0,-4.354282655246252,2.863876558867047,8.286272852161048,0.9688292476754016,1.0303254437869822,13.736842105263158,5.06561707523246,2.408706677937447,9.68424389728416,10.263313609467456,10.134946634259748,5.577310744156122,3.841893891354893
90,90,618097,5763189,404.0,28.596647459402828,39.0947897049592,41.93878191712013,32.462419700214134,31.02195274932051,43.94367081980944,36.22795811518325,27.489702038682697,46.11949356492623,37.853655925489775,35.67633204229038,37.14745308310992,33.43077573451701
91,91,621708,5762758,112.00000000000001,56.0336444540916,57.423235613463625,55.348978704910905,53.41919889502763,55.50889756944444,55.643880208333336,,,,,,,
92,92,624049,5878191,622.0,-1.275676246830093,6.309871063200169,12.207734573119188,4.369438867166861,4.865067624683009,18.11033608116677,8.876267962806425,5.959847844463229,13.417371090448013,11.901183682096809,13.666560947246008,8.841218753352644,7.684277261200338
93,93,627246,5756327,603.0,55.96587066779375,81.61963644049884,83.06434911242603,63.9795012679628,61.47157650042266,77.67628408370324,61.71058748943364,44.40860101437025,93.14856297548606,62.83611580726966,56.65130048636075,61.86914482165879,63.85288522511097
94,94,627287,5723025,698.0,312.6541786743516,518.03125,516.91015625,517.4947916666666,520.2799479166666,,,,,,,,
95,95,629395,5741131,555.0,76.14211749788673,103.9836186852674,101.4588881843162,81.90511411665258,77.54120879120879,92.98129359543437,79.95054945054945,63.34860813704497,113.64169484361793,80.65419573028957,76.09270613107823,81.60451855836472,77.92244294167371
96,96,630857,5731615,415.00000000000006,56.09572451558551,74.02464714556562,74.24283909014322,59.75152728038761,60.23652064026959,72.21655782599537,64.31774618220116,51.38062137967352,78.08024431339511,64.36070598182202,61.53790842761976,68.79501504082509,79.85525173611111
97,97,632704,5804788,259.0,-40.0516717325228,-37.90636541386053,-40.93770563720114,-39.91865785460092,-42.02495659722222,-39.97374131944444,-41.27213541666666,-43.01019965277778,-41.29774305555556,-40.318576388888886,-41.38631921824104,,
98,98,633923,5804978,269.0,-36.187717013888886,-24.30056423611111,-16.85329861111111,-32.014973958333336,-42.18142361111112,-37.22526041666666,-43.24956597222222,-40.60611979166666,-17.240885416666668,-40.45290798611112,-42.50010857763301,-29.0,-34.57269965277778
99,99,637489,5866613,585.0,5.740173288250212,14.409849926019868,22.16821639898563,11.23282604100613,10.20097210481826,25.1997463538364,13.939454775993235,12.346649756922426,21.58030431107354,19.42538575354048,19.0220860192328,14.98766094420601,14.566990701606086
100,100,637624,5866467,582.0,-34.663845486111114,-12.770833333333334,0.2115885416666666,-18.9140625,-26.40603298611111,-10.15668402777778,-31.28537326388889,-39.132161458333336,0.8231336805555556,-34.49565972222222,-29.21853298611111,,
101,101,637649,5798188,128.0,-39.4313938341294,-37.30834419817471,-40.169914604773375,-39.57662168045277,-41.87543402777778,-41.19965277777778,-42.29557291666666,-43.900607638888886,-41.952473958333336,-40.61979166666666,-41.95939196525516,,
102,102,638972,5743176,366.0,111.4486475063398,165.47141498467715,157.2704502219404,123.4426246830093,110.86348267117498,134.50908898752903,110.72545704322096,86.47654268808115,184.4677658000423,111.68949482139082,104.8109310454401,111.81295511357462,116.906382079459
103,103,639387,5907253,363.0,-8.091504649196956,-0.1358063834284506,5.233939137785292,-3.098287888395688,-3.2148140321217245,12.949799196787149,2.409974640743872,1.6024936601859678,7.120245139475909,6.807334601564151,9.157621918967523,3.371284472582895,1.6265849535080303
104,104,639563,5777881,131.0,-37.43812418584455,-35.300630846204044,-38.39526807032776,-38.14850404018345,-41.42860243055556,-39.53862847222222,-40.978732638888886,-42.27582465277778,-41.04926215277778,-39.884765625,-42.1114248479583,,
105,105,640450,5820450,249.00000000000003,-35.526232473993666,-22.570333041191937,-13.783227501642216,-29.45524475524476,-36.972578890097935,-31.524121779859485,-38.34276387377584,-38.02712673611112,-12.287977430555555,-37.879123263888886,-36.42336083369518,,
106,106,641008,5716451,1355.0,1017.1282552083334,1016.162109375,1016.3697916666666,1018.0427586206896,1017.6959635416666,,,,,,,,
107,107,643358,5766692,210.0,54.04839409722222,53.57220412595005,54.51041666666666,52.49088541666666,53.84288194444444,53.785373263888886,57.50694444444444,52.24479166666666,55.40798611111112,55.83572048611112,56.78323510150622,,
108,108,644977,5765673,105.0,-36.93660442900565,-34.690015227322164,-35.63742943986105,-37.89561487130601,-41.43229166666666,-38.85980902777778,-40.69965277777778,-41.70941840277778,-40.314670138888886,-39.17339409722222,-41.99174630755864,,
109,109,645772,5799411,145.0,-36.62603576101178,-24.61954397394137,-13.658460161145928,-32.80409229429691,-43.79644097222222,-37.16189236111112,-43.963107638888886,-41.061848958333336,-17.42990451388889,-40.04166666666666,-43.01107732406603,,
110,110,646339,5714044,1406.0,1259.6744791666667,1260.25390625,1260.2135416666667,1259.681379310345,1259.2408854166667,,,,,,,,
111,111,646384,5762438,778.0,107.72643702451394,176.90901405473952,167.36577890509406,124.6995349820334,112.77039306847,141.3177975058127,104.79279374471682,69.11327134404057,194.92487320371936,103.66391883322764,90.60981556073776,103.52557489791532,114.781910397295
112,112,646656,5762067,430.99999999999994,283.5390625,312.4440104166667,269.5755208333333,288.62109375,288.8717447916667,261.8229166666667,293.4724392361111,259.1705729166667,291.2228732638889,295.13563368055554,296.3582479843103,,
113,113,646713,5733795,681.0,68.87856766719327,113.5993049705139,102.96861836562763,77.06878028228354,77.06687026116259,95.54669895756555,79.84615384615384,58.08888888888889,111.47546335299072,75.11731135066582,73.90628316705583,89.4201471542956,67.98647506339815
114,114,647723,5914954,260.0,-5.194967880085653,3.2642147537518493,8.84213863060017,0.6342210949059396,1.0669907016060862,16.96174170365673,5.976437024513948,4.008771929824562,10.688715131022825,9.662227858803636,12.976854787571336,6.389294142887793,4.167582417582418
115,115,650558,5821885,0.0,-35.40625,-41.75,-12.28125,-29.875,-37.90625,,,,-12.21875,-37.5,,,
116,116,652318,5759061,651.0,299.8528645833333,365.1223958333333,325.62890625,314.4309895833333,300.3376736111111,296.00737847222223,303.2224392361111,258.8782552083333,365.93836805555554,301.37977430555554,299.066652192792,,
117,117,653149,5707489,1596.0,1378.7707380796865,1378.4934895833333,1377.43359375,1378.3997395833333,1378.2700587084148,,,,,,,,
118,118,654088,5840361,128.0,-35.130859375,-21.94856770833333,-10.503255208333334,-27.977213541666668,-32.226345486111114,-23.07204861111111,-33.203342013888886,-36.50868055555556,-8.026475694444445,-36.40538194444444,-30.703800217155266,,
119,119,654720,5742862,905.0000000000001,258.38229078613693,434.75126903553297,418.5581149619611,299.3867286559594,254.5450126796281,333.2466187658495,226.58984375,97.68142361111111,483.08094618055554,236.806640625,201.04887054735013,452.57142857142856,303.2838541666667
120,120,654952,5924030,1447.0,-8.59108199492815,-0.3088142041851617,3.068892645815722,-3.0163778529163143,-3.5682586644125105,13.604100612978227,1.5601225697379544,0.6371513102282333,7.457100591715976,5.3093426336926655,9.405668358714044,2.440737959884157,1.7301352493660187
121,121,656546,5882594,549.0,-0.7420752324598479,8.91715976331361,17.539201183431953,6.267068273092369,5.910291631445477,24.58454872120059,12.02916314454776,9.89716761783978,18.780431107354183,17.10558021559924,17.99165169607947,12.236675603217158,10.913355874894336
122,122,656590,5882495,575.0,-35.808810763888886,-12.13129340277778,3.935329861111111,-18.82183159722222,-23.37391493055556,-1.638671875,-26.69162326388889,-37.40798611111112,5.757161458333333,-32.68598090277778,-22.919053819444443,,
123,123,659087,5760104,295.0,-39.66732154551408,-37.402789886660855,-38.7685124864278,-39.392656003604415,-42.230685763888886,-39.416015625,-41.64344618055556,-42.14995659722222,-40.60026041666666,-39.27408854166666,-42.56382978723404,,
124,124,659892,5853911,0.0,-35.28125,-12.75,3.625,-19.90625,-29.09375,-7.0625,-32.0,-38.21875,2.625,-31.96875,,,
125,125,661021,5894519,458.0,-0.7217344753747323,9.075866441251057,17.980452240067624,6.790636229127035,7.201500422654269,25.3020921386306,12.956360946745562,10.765060240963855,18.562658495350803,17.206087507926444,19.07343617920541,12.622734584450402,11.062764158918004
126,126,662527,5741266,891.0,380.46875,571.0645161290323,550.1875,414.8064516129032,379.4074074074074,457.5,347.6551724137931,163.70967741935485,595.483870967742,319.0,296.5,,
