,X,Y,WAARNEMINGDATUM,NUMERIEKEWAARDE
0,526187,5692072,2020,2.7067963217418876
1,530529,5707906,2020,4.433872502378687
2,538287,5694858,2020,4.08801798907806
3,541425,5699181,2020,5.8113506658211795
4,544570,5714696,2020,-29.72677951388889
5,546689,5730284,2020,8.256879751579397
6,547219,5718950,2020,3.4988374550834918
7,547517,5718898,2020,4.77863482671175
8,548021,5722952,2020,5.115215761858871
9,548581,5707508,2020,-29.35947002606429
10,552708,5695847,2020,8.499250214224507
11,556017,5733628,2020,11.363929723915382
12,556380,5675741,2020,214.61929709670378
13,556602,5687667,2020,18.637369791666668
14,557108,5687533,2020,14.292010145846545
15,558233,5682809,2020,216.31987847222223
16,559271,5746165,2020,6.870362473347548
17,559833,5710645,2020,-27.28732638888889
18,560012,5710671,2020,6.3100642398286935
19,567116,5695350,2020,15.18051391862955
20,567274,5732426,2020,-19.05298588490771
21,568360,5757300,2020,4.741546914623838
22,569191,5760650,2020,11.123046875
23,569683,5716519,2020,7.437585878871155
24,569978,5699855,2020,18.45138448530966
25,570710,5757331,2020,10.729923922231615
26,571218,5742305,2020,11.379351422898743
27,571389,5694632,2020,17.793147751605996
28,571676,5753731,2020,11.079036348267117
29,574616,5706661,2020,5.31627408993576
30,575133,5757544,2020,11.736897717666949
31,576116,5754686,2020,14.35629754860524
32,576756,5691113,2020,21.035867237687366
33,576843,5717533,2020,8.619993268259845
34,576917,5759136,2020,15.541776142932212
35,577763,5741589,2020,55.72956972195792
36,579147,5723770,2020,9.349117429447205
37,579806,5757030,2020,16.043170103092784
38,580896,5707333,2020,7.557340661663672
39,581080,5692490,2020,21.90160404779847
40,582772,5703850,2020,-3.999606712113267
41,583248,5715522,2020,-3.8817648337317974
42,583307,5750805,2020,19.822273879966186
43,584172,5694908,2020,20.567216233354472
44,584558,5750159,2020,11.549873203719358
45,584630,5749656,2020,18.142434488588336
46,585151,5702016,2020,-4.6750651607298
47,585554,5697845,2020,-4.581841990397207
48,585954,5752601,2020,20.843470011594814
49,586100,5695669,2020,179.65299479166666
50,586550,5772806,2020,8.679267136990628
51,588178,5688400,2020,18.95290798611111
52,588452,5740189,2020,50.679470486111114
53,589642,5683578,2020,23.638966697790227
54,590045,5746981,2020,23.173710904480135
55,590411,5749466,2020,22.626796280642434
56,590594,5680409,2020,25.585638998682477
57,591082,5723262,2020,-2.0572177331295043
58,591856,5746493,2020,28.568347605455124
59,592817,5750735,2020,27.99177562210038
60,596608,5726642,2020,-1.3245652173913043
61,597556,5749665,2020,24.928782755705832
62,597746,5676059,2020,28.362508309328607
63,598252,5728077,2020,55.90169133192389
64,600028,5743160,2020,38.39712412772256
65,600742,5751656,2020,26.151310228233307
66,603100,5813724,2020,7.248677248677248
67,603140,5753205,2020,30.772703356834683
68,605633,5813598,2020,10.874022405411118
69,608561,5752923,2020,36.17613576473068
70,608822,5814553,2020,-44.48518518518519
71,609033,5814220,2020,21.574722645203394
72,611288,5848257,2020,4.288461538461538
73,612093,5750138,2020,40.80443974630021
74,612111,5729441,2020,56.910138492441064
75,615152,5742285,2020,53.347738799661876
76,615985,5887091,2020,10.201122049327829
77,617115,5810626,2020,-42.525054466230934
78,617198,5869730,2020,10.134946634259748
79,618097,5763189,2020,35.67633204229038
80,619421,5869664,2020,22.506199695453557
81,624049,5878191,2020,13.666560947246008
82,626668,5723463,2020,-2.5588874402433723
83,626849,5723496,2020,60.37228024369016
84,627246,5756327,2020,56.65130048636075
85,627268,5723051,2020,520.0151909722222
86,629395,5741131,2020,76.09270613107823
87,630857,5731615,2020,61.537908427619755
88,632704,5804788,2020,-41.38631921824104
89,633923,5804978,2020,-42.50010857763301
90,637489,5866613,2020,19.022086019232802
91,637624,5866467,2020,-29.21853298611111
92,637649,5798188,2020,-41.95939196525516
93,637883,5718135,2020,519.7427142235755
94,638972,5743176,2020,104.8109310454401
95,639387,5907253,2020,9.157621918967523
96,639563,5777881,2020,-42.1114248479583
97,640338,5716508,2020,1258.6699956578375
98,640450,5820450,2020,-36.42336083369518
99,640853,5716560,2020,770.4469334493258
100,643358,5766692,2020,56.78323510150622
101,644977,5765673,2020,-41.99174630755864
102,645772,5799411,2020,-43.01107732406603
103,646384,5762438,2020,90.60981556073776
104,646656,5762067,2020,296.3582479843103
105,646713,5733795,2020,73.90628316705583
106,647723,5914954,2020,12.976854787571337
107,652318,5759061,2020,299.066652192792
108,653131,5707532,2020,1258.914422241529
109,653223,5707510,2020,1501.2178540399652
110,653241,5707542,2020,1500.7941176470588
111,654088,5840361,2020,-30.703800217155266
112,654340,5840610,2020,-30.28149435273675
113,654720,5742862,2020,201.04887054735013
114,654952,5924030,2020,9.405668358714044
115,656546,5882594,2020,17.99165169607947
116,656590,5882495,2020,-22.919053819444443
117,659087,5760104,2020,-42.56382978723404
118,661021,5894519,2020,19.07343617920541
119,661069,5734705,2020,99.16398783666376
120,661149,5734535,2020,201.3871878393051
121,662527,5741266,2020,296.5
122,662953,5730335,2020,200.42618323925313
123,663038,5729968,2020,470.68642779587407
124,665110,5822367,2020,-34.94679695982627
125,665121,5822617,2020,-33.17202432667246
126,665123,5760932,2020,314.02707423580785
127,665638,5761099,2020,594.6612903225806
128,667704,5742667,2020,116.11105161704862
129,668229,5792743,2020,-41.30547112462006
130,668717,5753246,2020,307.62587108013935
131,668921,5793156,2020,-31.720813292522955
132,668937,5752825,2020,422.9641771602258
133,668973,5724806,2020,470.0650141335073
134,669044,5724751,2020,855.5507719069362
135,669174,5742685,2020,489.78490648107874
136,669207,5724760,2020,856.0256187581416
137,675232,5720586,2020,854.6456163194445
138,675338,5720503,2020,1056.855623100304
139,676846,5744897,2020,501.9765625
140,678104,5758717,2020,602.6620330147698
141,678882,5832208,2020,-29.907037358818418
142,679193,5717211,2020,1056.7241753472222
143,679278,5717104,2020,1276.510647544546
144,680971,5753243,2020,535.8399565689468
145,682030,5678007,2020,3568.874510656807
146,682593,5712932,2020,1276.9242621527778
147,682677,5712826,2020,1501.9022164276403
148,682780,5857673,2020,-25.398914223669923
149,683322,5923626,2020,18.446945677446628
150,684090,5711132,2020,1323.8182805036909
151,684146,5711061,2020,1502.1554494138081
152,685545,5708748,2020,1502.1858541893362
153,686111,5680455,2020,3567.770466883822
154,686302,5680561,2020,3363.520851433536
155,686975,5705401,2020,1574.3566615953055
156,687166,5703144,2020,2068.3764654798088
157,687811,5699650,2020,2068.07184718906
158,688436,5639314,2020,4029.3545375597046
159,688513,5829645,2020,-30.44965277777778
160,688703,5640969,2020,3862.172027972028
161,688710,5699541,2020,2261.6284782608695
162,688785,5739045,2020,523.7676943117673
163,688910,5738879,2020,787.8099891422366
164,689225,5626353,2020,4503.407552083333
165,689322,5639152,2020,3955.109809027778
166,689652,5697401,2020,2259.760425716768
167,689753,5697307,2020,2511.2771267361113
168,689945,5634420,2020,4416.291051259774
169,690082,5639467,2020,4405.379557291667
170,691010,5692400,2020,2508.0818142361113
171,691029,5692257,2020,2708.312758096066
172,691216,5642135,2020,4404.796264118158
173,691227,5920843,2020,14.695813068301966
174,691326,5690204,2020,2710.7890047805304
175,691347,5690062,2020,2866.490668402778
176,691409,5815602,2020,-26.705626765153163
177,691419,5689746,2020,2866.048394097222
178,691684,5645089,2020,3657.74760034904
179,691802,5683735,2020,3361.5076020851434
180,691899,5683736,2020,3178.9584511638027
181,691997,5650992,2020,3958.949609035621
182,692059,5650898,2020,3053.0942658557774
183,692405,5832976,2020,-28.183930510314877
184,692540,5760632,2020,631.1465479808945
185,692863,5829445,2020,-25.984565217391303
186,693079,5760970,2020,791.4719930525401
187,693472,5656743,2020,2743.425841476656
188,693507,5656800,2020,2726.454288816504
189,693534,5648764,2020,3497.998046026921
190,693601,5825431,2020,-26.44184027777778
191,693607,5825600,2020,-30.267578125
192,694044,5654180,2020,2901.219496309162
193,695945,5663920,2020,2278.959418402778
194,696130,5933727,2020,12.981181943122952
195,696393,5748430,2020,685.2244897959183
196,696478,5725152,2020,520.550097804825
197,697343,5664854,2020,2159.1977830906326
198,697563,5668048,2020,2125.601954397394
199,698197,5826394,2020,-21.479817708333332
200,698367,5737637,2020,791.8897090751194
201,698818,5668242,2020,2124.879246110015
202,700000,5762308,2020,807.7622468974527
203,700081,5672129,2020,2868.5543242068666
204,701651,5838427,2020,-27.902931596091204
205,702694,5760693,2020,803.1622036874451
206,702827,5759739,2020,817.4273003472222
207,702912,5760277,2020,1041.0
208,703463,5761868,2020,783.3596091205212
209,703630,5757768,2020,825.2939643942683
210,703646,5921997,2020,50.95349847892221
211,703957,5673266,2020,2081.503479773815
212,704079,5673500,2020,1449.2535303063219
213,704301,5731517,2020,812.2291304347826
214,704491,5672533,2020,1728.8647122692726
215,705204,5835773,2020,-22.91449652777778
216,706152,5725423,2020,835.7618323925315
217,706811,5725164,2020,1110.3793854870341
218,707198,5822001,2020,46.610073816760746
219,707251,5720411,2020,775.2848458532349
220,707308,5822132,2020,-25.958188153310104
221,708252,5677508,2020,1682.2090751194094
222,708256,5836427,2020,-21.976335214937038
223,708958,5766541,2020,681.9211726384365
224,709204,5838074,2020,-22.318280503690836
225,709470,5750940,2020,856.9483506944445
226,709615,5682996,2020,1435.6537793223283
227,709937,5682026,2020,1443.7457111834963
228,710193,5828292,2020,-22.96808510638298
229,711470,5803616,2020,206.13677811550153
230,712412,5749795,2020,875.391157989228
231,712485,5922496,2020,14.768174133558748
232,712579,5929214,2020,15.77425491439442
233,712860,5808485,2020,148.32638436482085
234,713748,5748949,2020,889.3057725694445
235,714398,5715304,2020,1131.6744944553163
236,714790,5767837,2020,609.0327975673328
237,715193,5843888,2020,-22.497824194952134
238,715231,5793662,2020,299.12698412698415
239,716937,5689858,2020,1408.3058823529411
240,717030,5690081,2020,1193.795918367347
241,717567,5782900,2020,429.6783930510315
242,717897,5823514,2020,4.069131481076351
243,720154,5695587,2020,1181.959201388889
244,720813,5783644,2020,415.3770919365355
245,721447,5783825,2020,1001.0916594265856
246,724629,5784598,2020,1001.1617455492835
247,724996,5941470,2020,16.25023786869648
248,730784,5824691,2020,275.83205773015527
249,732164,5824058,2020,252.35313315926894
250,739970,5788881,2020,1002.0436490615451
251,742380,5942689,2020,5.8007185122569735
252,747295,5808689,2020,1003.9309596178897
253,748084,5939666,2020,7.996830092983939
254,748885,5930746,2020,84.30862855900891
255,750329,5836516,2020,910.1447826086957
256,750931,5794734,2020,1003.046875
257,751161,5794894,2020,1607.0323350694443
258,754198,5929013,2020,14.675755654195731
259,754769,5933910,2020,11.482882502113272
260,759505,5795302,2020,1744.3893959148197
261,759524,5795230,2020,1606.4443961772372
262,759826,5795192,2020,2508.8587239583335
263,760776,5927688,2020,14.045435333896872
264,761899,5915790,2020,22.801352493660186
265,768379,5916248,2020,15.981825866441252
266,778688,5917896,2020,14.841293322062553
267,780777,5906295,2020,36.52631022823331
