,X,Y,WAARNEMINGDATUM,NUMERIEKEWAARDE
0,526187,5692072,2017,-1.5353972950126795
1,530529,5707906,2017,0.2625739644970414
2,538287,5694858,2017,0.22676659528907922
3,541425,5699181,2017,1.4321639898562974
4,544570,5714696,2017,-28.56293402777778
5,546689,5730284,2017,3.034475374732334
6,547219,5718950,2017,-0.6968607969559243
7,547517,5718898,2017,1.6180511519763263
8,548021,5722952,2017,0.7752676659528908
9,548581,5707508,2017,-29.297526041666668
10,552708,5695847,2017,6.259207708779443
11,556017,5733628,2017,3.7919272313814667
12,556380,5675741,2017,216.91037326388889
13,556602,5687667,2017,9.895616319444445
14,557108,5687533,2017,10.252852916314454
15,558233,5682809,2017,218.54058159722223
16,559271,5746165,2017,0.4355056499182716
17,559833,5710645,2017,-29.432942708333332
18,560012,5710671,2017,3.2751900631759288
19,567116,5695350,2017,11.775350679944319
20,567274,5732426,2017,-22.477647569444443
21,568360,5757300,2017,5.003170577045022
22,569191,5760650,2017,11.32400173611111
23,569683,5716519,2017,2.3804692454026632
24,569978,5699855,2017,15.506552525893046
25,570710,5757331,2017,10.96196111580727
26,571218,5742305,2017,4.237070350144555
27,571389,5694632,2017,14.932005568047972
28,571676,5753731,2017,11.33291058972733
29,574616,5706661,2017,3.2071956312239
30,575133,5757544,2017,11.96977383217079
31,576116,5754686,2017,14.58719086873811
32,576756,5691113,2017,17.83188778241782
33,576843,5717533,2017,5.556483563550701
34,576917,5759136,2017,10.259356602186712
35,577763,5741589,2017,48.23490364025696
36,579147,5723770,2017,5.211900232508984
37,579806,5757030,2017,10.665988652178568
38,580896,5707333,2017,1.8392517438173748
39,581080,5692490,2017,17.94742477781347
40,582772,5703850,2017,4.623514294892387
41,583248,5715522,2017,2.693142361111111
42,583307,5750805,2017,20.04628064243449
43,584172,5694908,2017,18.42538575354048
44,584558,5750159,2017,11.811033608116677
45,584630,5749656,2017,18.374683009298394
46,585151,5702016,2017,2.91015625
47,585554,5697845,2017,2.8090650317495074
48,585954,5752601,2017,14.684471133586177
49,586100,5695669,2017,185.41362847222223
50,586550,5772806,2017,3.6339511373209774
51,588178,5688400,2017,17.630208333333332
52,588452,5740189,2017,36.59071180555556
